trainee_id,salary,retention_months,job_changes,district,course_category,qualification
TRN_MH_2026_1327,20270.82,11.1,0,Mumbai,Construction,10th Pass
TRN_MH_2026_1328,19684.42,8.5,0,Chhatrapati Sambhajinagar,Automotive,12th Pass
TRN_MH_2026_1329,19699.21,18.2,0,Amravati,Electronics and Hardware,12th Pass
TRN_MH_2026_1330,17457.14,18.6,1,Pune,Apparel,Graduate
TRN_MH_2026_1331,14359.61,6.3,0,Mumbai,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1332,17765.32,21.9,0,Amravati,Automotive,12th Pass
TRN_MH_2026_1333,,16.9,2,Pune,Electronics and Hardware,10th Pass
TRN_MH_2026_1334,20912.92,21.0,1,Nagpur,Construction,Below 10th
TRN_MH_2026_1335,16985.3,7.3,0,Pune,Electronics and Hardware,10th Pass
TRN_MH_2026_1336,14610.76,7.2,0,Mumbai,Healthcare,10th Pass
TRN_MH_2026_1337,16375.15,13.3,0,Solapur,Apparel,Below 10th
TRN_MH_2026_1338,18945.26,,0,Solapur,Apparel,Below 10th
TRN_MH_2026_1339,15526.96,23.0,1,Pune,IT-ITeS,Below 10th
TRN_MH_2026_1340,14622.23,17.5,1,Amravati,Electronics and Hardware,Graduate
TRN_MH_2026_1341,,12.8,0,Amravati,Construction,Graduate
TRN_MH_2026_1342,18357.38,8.9,0,Solapur,Apparel,Graduate
TRN_MH_2026_1343,15725.7,20.2,1,Mumbai,Automotive,10th Pass
TRN_MH_2026_1344,15851.37,,1,Nagpur,Automotive,Below 10th
TRN_MH_2026_1345,18312.17,22.1,0,Pune,Apparel,Below 10th
TRN_MH_2026_1346,12431.7,12.6,0,Amravati,Automotive,12th Pass
TRN_MH_2026_1347,12573.88,22.0,0,Mumbai,Electronics and Hardware,12th Pass
TRN_MH_2026_1348,14985.45,17.4,0,Nagpur,Construction,10th Pass
TRN_MH_2026_1349,,13.3,0,Amravati,Construction,10th Pass
TRN_MH_2026_1350,18588.18,11.4,1,Pune,Construction,Below 10th
TRN_MH_2026_1351,22663.75,12.3,1,Mumbai,IT-ITeS,Graduate
TRN_MH_2026_1352,20501.81,16.1,1,Mumbai,Apparel,12th Pass
TRN_MH_2026_1353,16940.22,0.5,12,Mumbai,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1354,17433.44,11.0,0,Gadchiroli,Automotive,Below 10th
TRN_MH_2026_1355,13991.15,13.2,2,Pune,Automotive,Graduate
TRN_MH_2026_1356,17435.2,14.4,0,Pune,Automotive,ITI Diploma
TRN_MH_2026_1357,16489.69,3.4,1,Chhatrapati Sambhajinagar,Construction,10th Pass
TRN_MH_2026_1358,18629.51,16.3,1,Pune,Electronics and Hardware,12th Pass
TRN_MH_2026_1359,14604.69,9.1,0,Thane,IT-ITeS,ITI Diploma
TRN_MH_2026_1360,19317.71,8.2,1,Gadchiroli,Electronics and Hardware,Graduate
TRN_MH_2026_1361,22864.59,5.6,0,Thane,Healthcare,10th Pass
TRN_MH_2026_1362,17119.34,5.0,1,Amravati,Healthcare,10th Pass
TRN_MH_2026_1363,,7.2,1,Nagpur,Construction,Below 10th
TRN_MH_2026_1364,19915.5,10.5,1,Chhatrapati Sambhajinagar,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1365,16095.73,23.8,2,Nashik,Electronics and Hardware,12th Pass
TRN_MH_2026_1366,18284.32,11.4,2,Pune,Construction,ITI Diploma
TRN_MH_2026_1367,125514.11,14.9,0,Gadchiroli,Automotive,Graduate
TRN_MH_2026_1368,17841.87,16.0,0,Thane,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1369,169591.68,,1,Nagpur,Construction,ITI Diploma
TRN_MH_2026_1370,17585.79,13.6,2,Solapur,Automotive,Below 10th
TRN_MH_2026_1371,19242.99,8.0,2,Solapur,Automotive,Below 10th
TRN_MH_2026_1372,,21.3,1,Mumbai,Construction,Below 10th
TRN_MH_2026_1373,20857.45,23.0,1,Mumbai,Electronics and Hardware,12th Pass
TRN_MH_2026_1374,25036.14,5.6,3,Gadchiroli,Healthcare,Below 10th
TRN_MH_2026_1375,14814.28,8.9,0,Nagpur,Automotive,ITI Diploma
TRN_MH_2026_1376,20553.12,12.6,1,Nagpur,IT-ITeS,10th Pass
TRN_MH_2026_1377,18141.7,9.2,1,Solapur,Healthcare,Graduate
TRN_MH_2026_1378,25164.31,16.5,1,Amravati,Apparel,12th Pass
TRN_MH_2026_1379,14670.96,10.4,1,Gadchiroli,Apparel,12th Pass
TRN_MH_2026_1380,14560.97,24.8,0,Gadchiroli,Apparel,12th Pass
TRN_MH_2026_1381,15402.13,20.0,0,Gadchiroli,IT-ITeS,ITI Diploma
TRN_MH_2026_1382,10066.36,15.1,0,Mumbai,Healthcare,10th Pass
TRN_MH_2026_1383,15659.86,19.1,1,Nashik,Healthcare,12th Pass
TRN_MH_2026_1384,14843.04,19.5,1,Thane,Apparel,10th Pass
TRN_MH_2026_1385,18026.38,11.2,0,Amravati,Healthcare,Graduate
TRN_MH_2026_1386,18696.15,9.9,0,Thane,Electronics and Hardware,10th Pass
TRN_MH_2026_1387,24066.6,14.4,0,Chhatrapati Sambhajinagar,Apparel,Below 10th
TRN_MH_2026_1388,20826.48,18.3,0,Chhatrapati Sambhajinagar,Construction,12th Pass
TRN_MH_2026_1389,15480.84,14.7,2,Thane,Automotive,Below 10th
TRN_MH_2026_1390,14355.55,6.1,2,Amravati,Construction,12th Pass
TRN_MH_2026_1391,19221.72,,0,Nagpur,Automotive,ITI Diploma
TRN_MH_2026_1392,12879.18,13.6,0,Solapur,Apparel,10th Pass
TRN_MH_2026_1393,23910.11,13.6,2,Chhatrapati Sambhajinagar,Automotive,Below 10th
TRN_MH_2026_1394,21628.04,23.9,0,Chhatrapati Sambhajinagar,IT-ITeS,10th Pass
TRN_MH_2026_1395,15857.89,7.1,0,Nashik,Construction,10th Pass
TRN_MH_2026_1396,11504.03,16.5,2,Mumbai,Construction,12th Pass
TRN_MH_2026_1397,22238.55,21.4,1,Gadchiroli,Automotive,10th Pass
TRN_MH_2026_1398,17099.11,25.4,2,Mumbai,Healthcare,12th Pass
TRN_MH_2026_1399,21832.36,12.0,1,Pune,IT-ITeS,ITI Diploma
TRN_MH_2026_1400,11919.5,16.5,0,Pune,Apparel,Graduate
TRN_MH_2026_1401,15402.19,16.8,0,Amravati,Healthcare,10th Pass
TRN_MH_2026_1402,17518.35,15.0,0,Gadchiroli,Healthcare,10th Pass
TRN_MH_2026_1403,17664.43,13.5,0,Nagpur,IT-ITeS,12th Pass
TRN_MH_2026_1404,15924.77,16.2,0,Chhatrapati Sambhajinagar,Apparel,ITI Diploma
TRN_MH_2026_1405,19679.97,1.3,1,Mumbai,Healthcare,Below 10th
TRN_MH_2026_1406,13763.33,17.4,0,Thane,Construction,ITI Diploma
TRN_MH_2026_1407,17001.67,14.6,0,Mumbai,Construction,Graduate
TRN_MH_2026_1408,17921.03,12.9,1,Thane,Apparel,12th Pass
TRN_MH_2026_1409,19300.54,24.2,0,Pune,IT-ITeS,10th Pass
TRN_MH_2026_1410,,10.6,3,Chhatrapati Sambhajinagar,Apparel,Graduate
TRN_MH_2026_1411,13563.75,12.0,0,Chhatrapati Sambhajinagar,Construction,10th Pass
TRN_MH_2026_1412,12130.6,,1,Solapur,IT-ITeS,10th Pass
TRN_MH_2026_1413,21971.87,9.8,0,Chhatrapati Sambhajinagar,IT-ITeS,10th Pass
TRN_MH_2026_1414,18663.1,11.2,0,Nagpur,Healthcare,Below 10th
TRN_MH_2026_1415,14880.3,13.3,1,Nashik,IT-ITeS,10th Pass
TRN_MH_2026_1416,22929.03,18.2,2,Thane,Healthcare,10th Pass
TRN_MH_2026_1417,17904.86,15.0,2,Mumbai,Apparel,Graduate
TRN_MH_2026_1418,21627.54,7.5,0,Pune,Construction,Graduate
TRN_MH_2026_1419,17736.31,11.3,1,Solapur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1420,24712.62,11.0,2,Mumbai,Healthcare,12th Pass
TRN_MH_2026_1421,23643.69,13.6,2,Mumbai,Apparel,Graduate
TRN_MH_2026_1422,16628.63,16.1,0,Amravati,IT-ITeS,Below 10th
TRN_MH_2026_1423,20900.5,16.1,2,Nagpur,Apparel,Below 10th
TRN_MH_2026_1424,19758.82,5.1,1,Thane,IT-ITeS,10th Pass
TRN_MH_2026_1425,22290.21,19.3,1,Amravati,Healthcare,Below 10th
TRN_MH_2026_1426,14122.77,15.3,1,Nashik,IT-ITeS,10th Pass
TRN_MH_2026_1427,19901.18,20.9,2,Amravati,Automotive,ITI Diploma
TRN_MH_2026_1428,21204.49,16.2,0,Mumbai,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1429,11344.41,19.5,0,Nagpur,Construction,12th Pass
TRN_MH_2026_1430,13358.6,16.3,1,Thane,Apparel,10th Pass
TRN_MH_2026_1431,10362.69,,0,Nagpur,Healthcare,10th Pass
TRN_MH_2026_1432,16557.08,16.6,1,Nashik,Electronics and Hardware,Below 10th
TRN_MH_2026_1433,20011.4,13.5,0,Nagpur,Electronics and Hardware,10th Pass
TRN_MH_2026_1434,22758.25,25.4,1,Chhatrapati Sambhajinagar,IT-ITeS,Graduate
TRN_MH_2026_1435,17759.33,18.4,1,Nagpur,Apparel,10th Pass
TRN_MH_2026_1436,23200.15,16.9,2,Solapur,IT-ITeS,12th Pass
TRN_MH_2026_1437,12669.64,7.6,0,Solapur,Construction,Below 10th
TRN_MH_2026_1438,11538.16,,0,Nagpur,Apparel,ITI Diploma
TRN_MH_2026_1439,17305.58,15.5,0,Chhatrapati Sambhajinagar,Healthcare,ITI Diploma
TRN_MH_2026_1440,18844.23,14.7,1,Thane,Healthcare,ITI Diploma
TRN_MH_2026_1441,17385.57,10.9,0,Thane,Electronics and Hardware,10th Pass
TRN_MH_2026_1442,10263.95,14.7,0,Gadchiroli,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1443,17188.08,21.9,0,Chhatrapati Sambhajinagar,Electronics and Hardware,12th Pass
TRN_MH_2026_1444,12934.36,17.5,1,Nagpur,Healthcare,10th Pass
TRN_MH_2026_1445,19843.85,8.3,1,Solapur,Electronics and Hardware,Below 10th
TRN_MH_2026_1446,18783.09,13.4,2,Chhatrapati Sambhajinagar,Apparel,Below 10th
TRN_MH_2026_1447,14210.42,10.0,2,Nagpur,Electronics and Hardware,Graduate
TRN_MH_2026_1448,15701.47,,1,Mumbai,Apparel,Below 10th
TRN_MH_2026_1449,13792.75,11.9,1,Gadchiroli,Construction,12th Pass
TRN_MH_2026_1450,17280.62,11.6,3,Solapur,Electronics and Hardware,10th Pass
TRN_MH_2026_1451,20843.0,7.7,1,Chhatrapati Sambhajinagar,Apparel,Graduate
TRN_MH_2026_1452,14049.96,13.4,2,Nagpur,Healthcare,ITI Diploma
TRN_MH_2026_1453,19264.16,11.2,2,Solapur,Construction,Below 10th
TRN_MH_2026_1454,,1.0,1,Nagpur,Automotive,Below 10th
TRN_MH_2026_1455,14724.95,24.3,0,Nagpur,Apparel,Below 10th
TRN_MH_2026_1456,17125.39,19.4,0,Nagpur,Electronics and Hardware,10th Pass
TRN_MH_2026_1457,13876.65,12.1,1,Gadchiroli,IT-ITeS,Below 10th
TRN_MH_2026_1458,15562.23,14.1,0,Thane,Healthcare,10th Pass
TRN_MH_2026_1459,13307.43,8.1,1,Pune,Apparel,Below 10th
TRN_MH_2026_1460,24376.54,22.5,1,Gadchiroli,Electronics and Hardware,Graduate
TRN_MH_2026_1461,17623.42,23.5,0,Gadchiroli,Construction,12th Pass
TRN_MH_2026_1462,15050.96,14.8,1,Gadchiroli,Construction,12th Pass
TRN_MH_2026_1463,18248.93,19.1,1,Nashik,Apparel,ITI Diploma
TRN_MH_2026_1464,17106.85,,1,Mumbai,Apparel,Below 10th
TRN_MH_2026_1465,16726.61,7.3,0,Thane,Apparel,Below 10th
TRN_MH_2026_1466,19649.58,11.9,0,Mumbai,Construction,Graduate
TRN_MH_2026_1467,20151.28,,0,Thane,Construction,Below 10th
TRN_MH_2026_1468,15643.25,11.7,0,Mumbai,Electronics and Hardware,10th Pass
TRN_MH_2026_1469,15484.64,12.9,0,Pune,Automotive,Graduate
TRN_MH_2026_1470,,13.5,1,Nagpur,Automotive,Graduate
TRN_MH_2026_1471,9443.28,13.6,0,Pune,Healthcare,Below 10th
TRN_MH_2026_1472,12196.83,14.3,0,Solapur,IT-ITeS,Graduate
TRN_MH_2026_1473,22284.06,8.7,1,Pune,Apparel,10th Pass
TRN_MH_2026_1474,23257.39,10.4,2,Mumbai,Automotive,ITI Diploma
TRN_MH_2026_1475,16628.37,7.6,1,Gadchiroli,Healthcare,ITI Diploma
TRN_MH_2026_1476,19517.95,18.9,1,Nagpur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1477,18589.38,3.5,0,Amravati,IT-ITeS,12th Pass
TRN_MH_2026_1478,28276.08,19.8,0,Chhatrapati Sambhajinagar,Apparel,Graduate
TRN_MH_2026_1479,21418.51,20.9,1,Nashik,Apparel,Below 10th
TRN_MH_2026_1480,17052.29,0.5,11,Mumbai,Apparel,ITI Diploma
TRN_MH_2026_1481,14155.61,1.0,1,Amravati,IT-ITeS,10th Pass
TRN_MH_2026_1482,11877.44,12.2,1,Solapur,Automotive,12th Pass
TRN_MH_2026_1483,18212.12,13.7,2,Amravati,IT-ITeS,Below 10th
TRN_MH_2026_1484,14852.77,8.9,1,Pune,Construction,Graduate
TRN_MH_2026_1485,12522.11,11.4,1,Pune,Automotive,ITI Diploma
TRN_MH_2026_1486,15236.99,21.7,1,Nagpur,Automotive,Graduate
TRN_MH_2026_1487,13714.58,17.3,1,Pune,Healthcare,10th Pass
TRN_MH_2026_1488,23405.0,9.4,2,Nagpur,Construction,Graduate
TRN_MH_2026_1489,20585.74,6.0,2,Thane,Automotive,Below 10th
TRN_MH_2026_1490,17472.1,12.4,0,Chhatrapati Sambhajinagar,Healthcare,Graduate
TRN_MH_2026_1491,22679.8,12.9,1,Chhatrapati Sambhajinagar,Electronics and Hardware,Graduate
TRN_MH_2026_1492,17770.79,16.5,0,Chhatrapati Sambhajinagar,Electronics and Hardware,Below 10th
TRN_MH_2026_1493,14485.51,11.3,0,Nagpur,Apparel,ITI Diploma
TRN_MH_2026_1494,22830.93,16.6,0,Solapur,Automotive,10th Pass
TRN_MH_2026_1495,19386.19,23.7,0,Gadchiroli,IT-ITeS,Graduate
TRN_MH_2026_1496,13869.64,18.1,0,Nashik,Construction,Below 10th
TRN_MH_2026_1497,16833.81,13.8,2,Chhatrapati Sambhajinagar,IT-ITeS,Below 10th
TRN_MH_2026_1498,14435.34,13.1,1,Amravati,Electronics and Hardware,10th Pass
TRN_MH_2026_1499,12660.2,12.2,1,Chhatrapati Sambhajinagar,Construction,ITI Diploma
TRN_MH_2026_1500,20741.62,19.9,0,Nagpur,Construction,ITI Diploma
TRN_MH_2026_1501,24182.96,10.9,4,Pune,Construction,10th Pass
TRN_MH_2026_1502,12605.01,14.2,1,Thane,Healthcare,Below 10th
TRN_MH_2026_1503,19470.39,14.3,0,Chhatrapati Sambhajinagar,Construction,12th Pass
TRN_MH_2026_1504,15222.75,11.5,1,Thane,Electronics and Hardware,Below 10th
TRN_MH_2026_1505,15795.06,7.1,1,Amravati,Healthcare,Below 10th
TRN_MH_2026_1506,15426.62,15.6,0,Nagpur,Electronics and Hardware,Below 10th
TRN_MH_2026_1507,14476.03,13.7,3,Solapur,Automotive,10th Pass
TRN_MH_2026_1508,17669.83,16.5,0,Gadchiroli,Healthcare,12th Pass
TRN_MH_2026_1509,14591.67,11.3,0,Pune,Electronics and Hardware,12th Pass
TRN_MH_2026_1510,18446.6,20.1,0,Mumbai,Automotive,Graduate
TRN_MH_2026_1511,17324.17,9.6,0,Pune,Healthcare,Below 10th
TRN_MH_2026_1512,16663.68,22.6,1,Pune,IT-ITeS,10th Pass
TRN_MH_2026_1513,14323.53,5.3,1,Nagpur,IT-ITeS,12th Pass
TRN_MH_2026_1514,15481.3,16.2,2,Gadchiroli,Electronics and Hardware,Graduate
TRN_MH_2026_1515,20143.87,16.4,0,Amravati,Apparel,ITI Diploma
TRN_MH_2026_1516,19253.21,10.0,2,Nashik,Construction,12th Pass
TRN_MH_2026_1517,14078.56,16.1,0,Gadchiroli,Automotive,10th Pass
TRN_MH_2026_1518,17847.66,20.4,0,Gadchiroli,Construction,Graduate
TRN_MH_2026_1519,20129.85,2.9,2,Amravati,IT-ITeS,ITI Diploma
TRN_MH_2026_1520,11657.08,16.5,1,Nashik,Healthcare,Below 10th
TRN_MH_2026_1521,19401.76,1.5,0,Solapur,Automotive,12th Pass
TRN_MH_2026_1522,15180.82,9.2,0,Amravati,Automotive,Graduate
TRN_MH_2026_1523,19497.1,22.1,0,Nashik,IT-ITeS,12th Pass
TRN_MH_2026_1524,14828.59,11.1,1,Solapur,IT-ITeS,10th Pass
TRN_MH_2026_1525,11182.91,8.1,0,Nashik,Healthcare,12th Pass
TRN_MH_2026_1526,11803.6,13.0,2,Nagpur,Automotive,Below 10th
TRN_MH_2026_1527,17668.3,24.3,1,Nashik,Construction,Below 10th
TRN_MH_2026_1528,,4.8,1,Amravati,IT-ITeS,ITI Diploma
TRN_MH_2026_1529,14334.89,8.7,1,Chhatrapati Sambhajinagar,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1530,19735.07,21.5,0,Pune,Automotive,12th Pass
TRN_MH_2026_1531,11684.68,23.3,1,Nagpur,Apparel,Graduate
TRN_MH_2026_1532,17268.72,13.5,2,Gadchiroli,Construction,10th Pass
TRN_MH_2026_1533,13261.44,7.8,2,Chhatrapati Sambhajinagar,IT-ITeS,ITI Diploma
TRN_MH_2026_1534,15218.57,24.5,1,Nagpur,Construction,12th Pass
TRN_MH_2026_1535,17665.9,22.0,0,Chhatrapati Sambhajinagar,Construction,12th Pass
TRN_MH_2026_1536,14488.55,17.4,0,Nagpur,Automotive,Below 10th
TRN_MH_2026_1537,83743.34,9.9,0,Amravati,IT-ITeS,Graduate
TRN_MH_2026_1538,21022.02,13.8,1,Mumbai,Healthcare,12th Pass
TRN_MH_2026_1539,15480.88,13.2,1,Solapur,IT-ITeS,12th Pass
TRN_MH_2026_1540,20424.92,15.7,0,Nagpur,Electronics and Hardware,10th Pass
TRN_MH_2026_1541,13546.03,21.3,1,Mumbai,IT-ITeS,12th Pass
TRN_MH_2026_1542,19354.31,18.4,2,Thane,IT-ITeS,12th Pass
TRN_MH_2026_1543,,8.6,0,Thane,Electronics and Hardware,Below 10th
TRN_MH_2026_1544,8849.24,20.9,3,Nagpur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1545,14710.87,15.6,2,Amravati,Construction,Graduate
TRN_MH_2026_1546,19519.75,17.4,0,Solapur,Automotive,ITI Diploma
TRN_MH_2026_1547,16789.34,21.3,0,Chhatrapati Sambhajinagar,Automotive,Below 10th
TRN_MH_2026_1548,18799.01,8.4,0,Nagpur,Automotive,10th Pass
TRN_MH_2026_1549,15386.05,13.8,0,Nagpur,Construction,10th Pass
TRN_MH_2026_1550,17803.06,11.3,0,Gadchiroli,Automotive,10th Pass
TRN_MH_2026_1551,16955.13,6.2,0,Nagpur,Electronics and Hardware,Below 10th
TRN_MH_2026_1552,21587.24,15.7,1,Amravati,Automotive,12th Pass
TRN_MH_2026_1553,18390.47,,1,Amravati,Automotive,ITI Diploma
TRN_MH_2026_1554,18681.61,4.8,0,Chhatrapati Sambhajinagar,Automotive,10th Pass
TRN_MH_2026_1555,16058.43,,0,Pune,Apparel,Below 10th
TRN_MH_2026_1556,15793.38,17.2,0,Solapur,Healthcare,10th Pass
TRN_MH_2026_1557,15986.05,0.5,13,Nashik,IT-ITeS,12th Pass
TRN_MH_2026_1558,18880.58,13.4,1,Solapur,Healthcare,12th Pass
TRN_MH_2026_1559,16026.55,7.5,2,Solapur,Healthcare,Graduate
TRN_MH_2026_1560,18514.21,15.2,2,Nagpur,IT-ITeS,10th Pass
TRN_MH_2026_1561,24763.9,10.2,0,Gadchiroli,Automotive,Graduate
TRN_MH_2026_1562,20548.94,3.1,2,Solapur,IT-ITeS,Below 10th
TRN_MH_2026_1563,16358.92,20.0,1,Nashik,Construction,12th Pass
TRN_MH_2026_1564,21704.25,18.8,1,Amravati,Electronics and Hardware,Below 10th
TRN_MH_2026_1565,16071.74,14.3,0,Mumbai,Automotive,ITI Diploma
TRN_MH_2026_1566,10366.56,15.1,2,Nagpur,IT-ITeS,Below 10th
TRN_MH_2026_1567,13971.7,19.4,1,Amravati,Electronics and Hardware,10th Pass
TRN_MH_2026_1568,10952.23,15.1,1,Amravati,Healthcare,Below 10th
TRN_MH_2026_1569,16269.7,,2,Solapur,IT-ITeS,ITI Diploma
TRN_MH_2026_1570,17564.46,12.5,2,Nagpur,Construction,10th Pass
TRN_MH_2026_1571,23367.53,20.6,0,Mumbai,Construction,12th Pass
TRN_MH_2026_1572,18644.25,15.6,2,Mumbai,Apparel,12th Pass
TRN_MH_2026_1573,16733.15,0.5,16,Mumbai,Electronics and Hardware,10th Pass
TRN_MH_2026_1574,20402.92,7.6,0,Thane,Healthcare,12th Pass
TRN_MH_2026_1575,9761.03,15.4,1,Chhatrapati Sambhajinagar,IT-ITeS,10th Pass
TRN_MH_2026_1576,18324.65,9.8,1,Pune,Apparel,Graduate
TRN_MH_2026_1577,20198.03,10.8,0,Amravati,Healthcare,10th Pass
TRN_MH_2026_1578,12324.95,9.9,1,Solapur,IT-ITeS,ITI Diploma
TRN_MH_2026_1579,21503.14,8.7,1,Gadchiroli,Apparel,Below 10th
TRN_MH_2026_1580,18684.74,24.6,2,Pune,Construction,12th Pass
TRN_MH_2026_1581,16046.49,20.7,0,Nashik,Healthcare,ITI Diploma
TRN_MH_2026_1582,19714.74,0.5,13,Nashik,Electronics and Hardware,10th Pass
TRN_MH_2026_1583,25447.43,7.9,0,Amravati,Apparel,Graduate
TRN_MH_2026_1584,18136.53,14.4,2,Nashik,Construction,Graduate
TRN_MH_2026_1585,18368.77,7.5,1,Pune,Apparel,ITI Diploma
TRN_MH_2026_1586,15892.24,10.5,1,Solapur,Healthcare,Below 10th
TRN_MH_2026_1587,14525.54,9.4,0,Amravati,Construction,10th Pass
TRN_MH_2026_1588,20406.18,0.5,17,Pune,Apparel,ITI Diploma
TRN_MH_2026_1589,14503.71,12.0,1,Solapur,IT-ITeS,Below 10th
TRN_MH_2026_1590,17750.48,19.3,0,Nagpur,Construction,Below 10th
TRN_MH_2026_1591,15828.2,17.0,0,Nashik,Construction,10th Pass
TRN_MH_2026_1592,19176.43,25.5,1,Nashik,Healthcare,12th Pass
TRN_MH_2026_1593,18667.82,6.6,0,Amravati,IT-ITeS,ITI Diploma
TRN_MH_2026_1594,21131.39,20.3,0,Amravati,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1595,15714.94,19.7,0,Pune,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1596,16555.44,9.1,1,Nashik,Electronics and Hardware,12th Pass
TRN_MH_2026_1597,14074.33,19.0,0,Nagpur,IT-ITeS,12th Pass
TRN_MH_2026_1598,15944.97,15.7,1,Thane,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1599,246888.8,12.9,0,Thane,Healthcare,10th Pass
TRN_MH_2026_1600,20149.46,9.9,1,Nagpur,IT-ITeS,12th Pass
TRN_MH_2026_1601,14272.42,10.4,0,Mumbai,Automotive,10th Pass
TRN_MH_2026_1602,20543.62,24.2,0,Chhatrapati Sambhajinagar,IT-ITeS,12th Pass
TRN_MH_2026_1603,22244.73,14.0,1,Nagpur,Automotive,Graduate
TRN_MH_2026_1604,,17.9,1,Solapur,Construction,Graduate
TRN_MH_2026_1605,24068.79,10.0,0,Amravati,Apparel,10th Pass
TRN_MH_2026_1606,14791.74,10.1,0,Pune,Healthcare,12th Pass
TRN_MH_2026_1607,13143.71,19.4,2,Nashik,Apparel,Below 10th
TRN_MH_2026_1608,11274.48,7.3,1,Chhatrapati Sambhajinagar,IT-ITeS,12th Pass
TRN_MH_2026_1609,22736.16,11.9,0,Solapur,Apparel,10th Pass
TRN_MH_2026_1610,19790.28,14.2,0,Amravati,IT-ITeS,12th Pass
TRN_MH_2026_1611,17305.45,14.6,0,Gadchiroli,IT-ITeS,Below 10th
TRN_MH_2026_1612,18479.89,13.1,1,Nagpur,Construction,12th Pass
TRN_MH_2026_1613,13560.79,16.0,0,Nashik,Automotive,ITI Diploma
TRN_MH_2026_1614,26060.13,17.5,0,Gadchiroli,Apparel,12th Pass
TRN_MH_2026_1615,17952.27,17.7,1,Amravati,Apparel,ITI Diploma
TRN_MH_2026_1616,17882.88,9.1,1,Solapur,Automotive,Graduate
TRN_MH_2026_1617,20040.18,12.6,1,Mumbai,IT-ITeS,Below 10th
TRN_MH_2026_1618,19183.53,20.0,0,Pune,Construction,ITI Diploma
TRN_MH_2026_1619,18283.59,18.5,0,Thane,Healthcare,10th Pass
TRN_MH_2026_1620,14733.34,7.1,0,Amravati,IT-ITeS,ITI Diploma
TRN_MH_2026_1621,19150.14,15.8,0,Gadchiroli,Automotive,Graduate
TRN_MH_2026_1622,24087.09,4.1,1,Solapur,Apparel,Graduate
TRN_MH_2026_1623,22208.97,14.2,0,Nagpur,IT-ITeS,Graduate
TRN_MH_2026_1624,23076.15,23.5,1,Thane,Construction,12th Pass
TRN_MH_2026_1625,15710.75,9.3,2,Solapur,IT-ITeS,Below 10th
TRN_MH_2026_1626,14036.38,9.8,2,Thane,Apparel,ITI Diploma
TRN_MH_2026_1627,17059.75,,0,Nagpur,Construction,ITI Diploma
TRN_MH_2026_1628,17695.04,6.3,0,Amravati,Apparel,10th Pass
TRN_MH_2026_1629,21329.67,10.8,0,Chhatrapati Sambhajinagar,Automotive,12th Pass
TRN_MH_2026_1630,11576.37,17.0,1,Gadchiroli,Electronics and Hardware,12th Pass
TRN_MH_2026_1631,22853.43,10.8,1,Nagpur,Healthcare,10th Pass
TRN_MH_2026_1632,16946.97,12.8,2,Gadchiroli,Automotive,10th Pass
TRN_MH_2026_1633,16005.92,17.7,1,Nagpur,Apparel,ITI Diploma
TRN_MH_2026_1634,244520.89,16.1,2,Chhatrapati Sambhajinagar,Apparel,12th Pass
TRN_MH_2026_1635,11708.0,15.3,2,Amravati,Healthcare,Below 10th
TRN_MH_2026_1636,20381.1,12.3,0,Thane,IT-ITeS,12th Pass
TRN_MH_2026_1637,17756.61,15.9,1,Solapur,Automotive,Graduate
TRN_MH_2026_1638,12985.14,13.4,0,Nashik,Electronics and Hardware,Graduate
TRN_MH_2026_1639,12967.22,16.3,2,Gadchiroli,Automotive,10th Pass
TRN_MH_2026_1640,16324.75,,0,Chhatrapati Sambhajinagar,Electronics and Hardware,Below 10th
TRN_MH_2026_1641,23341.58,13.1,0,Solapur,Construction,Graduate
TRN_MH_2026_1642,16591.43,9.1,0,Pune,Healthcare,Graduate
TRN_MH_2026_1643,12239.0,13.8,0,Thane,Apparel,Graduate
TRN_MH_2026_1644,16639.9,9.9,1,Chhatrapati Sambhajinagar,Construction,Below 10th
TRN_MH_2026_1645,16545.47,8.4,1,Nagpur,Healthcare,10th Pass
TRN_MH_2026_1646,8060.9,15.3,1,Chhatrapati Sambhajinagar,Automotive,10th Pass
TRN_MH_2026_1647,17309.97,15.1,0,Nagpur,Electronics and Hardware,Graduate
TRN_MH_2026_1648,,17.9,0,Pune,Electronics and Hardware,Graduate
TRN_MH_2026_1649,19936.72,11.8,1,Thane,IT-ITeS,10th Pass
TRN_MH_2026_1650,23971.35,16.0,0,Pune,Automotive,12th Pass
TRN_MH_2026_1651,21442.98,16.8,0,Thane,Healthcare,Below 10th
TRN_MH_2026_1652,16558.89,16.2,0,Thane,IT-ITeS,Below 10th
